_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
GGCT,41.6,1905.8,2617.4,34.6,691.8,960.1,45.6,2099.6,2894.3,46.5,2848.4,2244.3,54.708333333333336,1707.025,2295.441666666667,57.875,907.55,1362.2833333333333,57.875,1871.5,2445.725,56.48333333333333,2395.358333333333,1947.05,NP_076956.1,39.8,1840.2,1348.2,34.0,2148.8,1395.9,36.9,1406.9,1042.7,32.7,1543.7,1047.9,27.3,666.7,477.7,bla1581,1352.3916666666667,0.9132339249326185,0.03941796365423729,775.9027777777777,0.4568111650613308,0.3402632899082929,1458.3666666666668,0.9941435851352121,0.00255088549357326,0.9223175534746442,-0.1166645395184521,,0.5291579128833588,-0.9182297749356791,down-regulated,0.9945914406469812,-0.007824079380398039,
HBB,0.0,673.0,182.7,0.0,164.7,54.7,0.0,227.6,81.8,0.0,116.0,284.7,0.0,658.8166666666666,129.26666666666662,0.0,234.275,33.900000000000006,0.0,252.09166666666667,43.475,0.0,67.225,284.62500000000006,NP_000509.1,,76.5,234.8,,53.8,160.1,,79.7,232.4,,51.3,149.5,,145.0,252.6,bla1593,262.6944444444444,0.5590577963323979,0.2525432917008443,89.39166666666667,0.817150288894462,0.08769806141734256,98.52222222222223,0.8793168744955956,0.05585459245090584,2.239827578039884,1.1633876778717043,up-regulated,0.762185590450476,-0.39178576144490196,,0.8400360001894747,-0.25147693820797623,
RPS20,4568.9,8531.5,7697.4,2241.5,4608.9,3355.4,5374.7,10085.1,9045.0,5546.4,9559.7,10923.2,4862.116666666667,7329.991666666668,6641.991666666668,3782.941666666667,5987.200000000001,4912.391666666667,5588.075,8871.891666666668,7329.991666666668,5775.475000000001,7639.141666666666,9362.666666666666,NP_001139699.1,3794.7,6246.4,8060.4,4581.7,7432.7,8564.9,3146.0,5399.2,6803.5,2967.5,5068.2,5980.5,2135.5,3589.4,5186.8,bla1596,6278.033333333334,0.3650961597641051,0.43759273511937585,4894.177777777779,0.10442891288934122,0.9811792430016774,7263.319444444445,0.8263222963534564,0.08285052867568375,0.8268808761946296,-0.2742485910071849,,0.6446130172093981,-0.6334947726490342,down-regulated,0.9566530834449822,-0.06393224805610044,
SCP2,772.2,5775.8,791.6,553.5,2276.4,626.3,779.3,6899.6,724.2,831.6,717.7,6584.6,767.6,5113.275000000001,676.5583333333334,824.5333333333333,2900.558333333333,827.1833333333333,733.1666666666666,5866.474999999999,591.1999999999999,799.6583333333333,584.4,5657.474999999999,NP_002970.2,737.9,884.5,4113.0,586.9,815.3,4111.7,781.7,883.2,4276.0,804.3,946.3,4983.7,702.7,1046.7,2549.5,bla1603,2185.8111111111116,0.9453624019822728,0.02440167401991239,1517.425,0.6788237819604299,0.16824295098421016,2396.947222222222,0.9844430096816108,0.006809420508292184,0.9312507692453351,-0.10275838270872095,,0.6464891642918683,-0.629301905444862,down-regulated,1.0212039517908031,0.030271025718972992,
UTP20,486.3,156.4,0.0,564.3,144.0,0.0,493.2,163.8,0.0,482.7,0.0,155.4,477.0,179.91666666666666,0.0,843.5833333333334,207.9333333333333,0.0,475.4333333333332,184.3083333333333,0.0,449.3333333333333,0.0,173.98333333333338,NP_055318.2,856.8,,228.6,678.6,,178.6,500.2,,162.8,514.6,,141.9,530.3,,148.2,bla1618,218.9722222222222,0.9560453233404336,0.019521518592026187,350.50555555555553,0.6515305176498589,0.18606523714782086,219.91388888888886,0.9522304252726967,0.02125794624215955,1.053905184630605,0.07574507967319767,,1.686970239845985,0.7544345229999173,up-regulated,1.0584373913741008,0.08193593365773365,
EIF4EBP1,1894.4,0.0,7480.8,742.0,0.0,3371.2,1946.2,0.0,7621.1,2141.5,8381.6,0.0,1965.4416666666668,0.0,6503.433333333333,1129.55,0.0,4932.941666666667,1910.7833333333333,0.0,6191.866666666666,2119.725,6726.008333333334,0.0,NP_004086.1,1205.6,5025.4,,1288.5,5264.6,,1253.0,5037.2,,1473.7,5931.4,,1052.9,4512.5,,bla1630,2822.9583333333335,0.9659533557406592,0.015043844426673121,2020.8305555555555,0.7290767498495301,0.13722675113107077,2700.883333333333,0.9313564506689693,0.030884073120415054,0.9573965979832084,-0.06281141529873925,,0.6853577242512398,-0.5450708917874076,down-regulated,0.915995282094569,-0.12658792725979082,
PHPT1,931.8,1689.6,4397.0,360.7,489.7,1253.6,918.9,1702.8,4393.4,1181.6,5579.7,2229.0,938.125,1473.9833333333331,3715.941666666668,521.8916666666668,664.5166666666667,1781.8666666666668,882.0416666666666,1480.0083333333332,3575.7083333333344,1125.0333333333335,4518.924999999998,1933.8833333333328,NP_001274271.1,665.7,2701.9,1108.9,622.6,2689.6,1082.4,528.8,2117.4,882.1,484.8,1931.6,707.3,310.0,1052.7,437.7,bla1652,2042.6833333333336,0.7354853531712506,0.1334259716111503,989.4250000000001,0.2694592471376731,0.5695069079597537,1979.252777777778,0.6987329512659182,0.15568877554410845,0.8086801320956608,-0.30635892757613464,,0.3917045420804738,-1.3521622374718651,down-regulated,0.7835685402945652,-0.35186861927283875,
XP_016880525.1,450.8,0.0,122.7,198.5,0.0,94.0,492.5,0.0,142.4,567.7,141.1,0.0,448.01666666666665,0.0,81.16666666666667,294.68333333333334,0.0,83.34166666666668,472.4666666666666,0.0,93.075,532.6416666666667,89.49166666666667,0.0,XP_016880525.1,440.2,141.0,,315.8,184.6,,360.0,100.6,,304.2,113.0,,138.2,82.2,,bla1654,176.39444444444442,0.8924565815585107,0.049412903337035755,126.00833333333334,0.6917681544532024,0.1600394346078419,188.51388888888889,0.9355870098791474,0.028915816765588916,0.8505947278182596,-0.23345618205162344,,0.607626982426061,-0.7187421589710878,down-regulated,0.9090361123017574,-0.13759048693244033,
RIDA,662.0,10.7,0.0,253.2,7.7,0.0,470.5,10.8,0.0,696.4,0.0,19.8,658.8166666666666,31.041666666666668,0.0,370.725,30.27500000000001,0.0,449.3333333333333,30.27500000000001,0.0,658.8166666666666,0.0,39.175,NP_005827.1,400.2,,19.4,218.9,,12.8,198.0,,13.8,199.9,,9.3,160.8,,13.7,bla1849,229.95277777777775,0.9932814660644481,0.0029276680831204173,133.66666666666669,0.7113480899522145,0.1479178302802112,159.86944444444444,0.7935993107556205,0.10039871804032015,0.9883475208634296,-0.01690968620377004,,0.5745054262825489,-0.7996075754990841,down-regulated,0.6871261595768814,-0.5413530859662871,down-regulated
ZNF787,171.1,0.0,41.6,60.4,0.0,30.5,171.3,0.0,37.9,224.3,68.9,0.0,183.75,0.0,13.641666666666666,92.81666666666666,0.0,12.675,177.50833333333335,0.0,12.25,220.1,29.808333333333337,0.0,NP_001002836.2,105.5,52.7,,119.2,84.1,,84.4,24.4,,68.6,40.7,,37.1,17.8,,bla1864,65.79722222222222,0.8567351722702113,0.0671534032762127,35.163888888888884,0.5705499738291501,0.24370631021557312,63.25277777777779,0.8342541853093637,0.0787016058871915,0.7898562806362333,-0.3403379252380634,,0.4221214445296608,-1.2442699722235264,down-regulated,0.7593117476408018,-0.39723576598533034,
DDRGK1,1211.2,42.8,168.4,531.2,26.8,133.0,1441.4,49.1,180.8,1540.6,170.8,44.8,1227.9583333333333,64.50833333333334,121.20833333333331,789.975,56.48333333333333,134.42499999999998,1397.0416666666667,69.41666666666667,124.94166666666668,1484.5416666666667,113.04166666666669,62.56666666666667,NP_076424.1,805.3,176.7,35.8,953.5,234.9,44.8,808.0,159.8,31.4,894.0,173.6,39.6,477.2,134.2,27.3,bla1867,471.22499999999997,0.8980196998201438,0.04671413612852948,326.9611111111111,0.6935961576879601,0.15889332138469892,530.4666666666667,0.9730071900096946,0.011883950512739504,0.8515344998945877,-0.23186311305336607,,0.5908401851238342,-0.7591601426721171,down-regulated,0.9585880793904166,-0.061017095584839275,
EXOC4 ,0.0,134.8,404.8,0.0,52.1,180.7,0.0,129.1,386.1,0.0,382.9,128.5,0.0,157.49166666666665,333.25,0.0,89.18333333333334,202.225,0.0,155.59166666666667,296.7,0.0,298.825,147.08333333333334,XP_005250580.1,,278.3,83.8,,424.8,133.6,,282.6,73.6,,387.5,113.5,,110.8,33.3,bla1879,163.58055555555555,0.9135862247707186,0.03925045742481027,97.1361111111111,0.6504925887713542,0.18675764710245707,150.76388888888889,0.9868759761935155,0.0057374230539663255,1.100543833747594,0.13821660772005406,,0.6535162309144257,-0.6137050272385556,down-regulated,1.0143153488198249,0.020506253376040232,
MTHFD1L,794.4,0.0,236.2,757.0,0.0,197.9,1048.2,0.0,255.8,822.3,251.1,0.0,794.4250000000001,0.0,175.98333333333335,1162.3749999999998,0.0,223.88333333333333,1004.475,0.0,179.24999999999997,789.975,175.36666666666667,0.0,XP_005266964.1,1057.5,300.8,,1342.3,288.8,,931.6,278.7,,922.5,214.1,,687.0,256.6,,bla1909,323.4694444444445,0.9962712276633396,0.0016224119357703447,462.08611111111105,0.7622854515965849,0.11788236876678622,394.575,0.861975020771548,0.06450531944009553,1.0052485734757126,0.007552288845584695,,1.4360286945036729,0.5220845771585607,up-regulated,1.2262238758298012,0.2942224007770184,
INTS3,870.6,35.9,0.0,422.8,25.2,0.0,932.8,42.6,0.0,940.1,0.0,42.6,877.6,56.05833333333334,0.0,609.775,53.54999999999999,0.0,892.5500000000002,63.13333333333335,0.0,907.55,0.0,60.975,NP_001311404.1,1081.5,,49.7,889.9,,53.3,603.9,,34.2,630.3,,26.2,333.8,,26.9,bla1976,311.21944444444443,0.9786261431590046,0.009383186616096944,221.10833333333332,0.7888476408913369,0.1030068689194861,318.5611111111112,0.99217885817223,0.0034100313584525454,0.9640002409161699,-0.05289458788386805,,0.6848816499315971,-0.5460733882863706,down-regulated,0.9867410065133411,-0.019256629912871744,
XP_005245370.1,0.0,582.7,1035.4,0.0,319.5,445.8,0.0,583.7,1024.8,0.0,1027.6,636.8,0.0,584.4,898.7916666666666,0.0,441.25,583.5833333333334,0.0,572.8249999999999,852.7333333333335,0.0,862.0166666666665,607.4499999999999,XP_005245370.1,,747.0,426.4,,907.8,606.8,,618.6,435.9,,608.3,564.1,,403.6,425.6,bla1988,494.3972222222222,0.9906526155702289,0.004078609479971362,341.61111111111114,0.6607845776777155,0.17994010174643235,475.18611111111113,0.9693726322581473,0.013509245627338056,1.0093401234007804,0.013412409982623602,,0.6974185645585702,-0.5199033272165152,down-regulated,0.9701195445059434,-0.0437655582687927,
LSM12,0.0,893.8,540.3,0.0,343.4,467.7,0.0,1056.2,556.5,0.0,553.2,1191.2,0.0,852.7333333333335,453.85833333333335,0.0,466.6000000000001,612.5916666666666,0.0,996.6666666666669,450.875,0.0,441.25,1085.5916666666667,NP_001356414.1,,615.9,764.9,,673.4,816.6,,490.6,595.2,,471.6,600.7,,392.1,327.7,bla1990,435.53055555555557,0.8638103436637696,0.06358159981479733,359.73055555555555,0.7085569977737123,0.14962520847516098,482.51388888888897,0.9536380424104757,0.020616432436678017,0.8557479764874113,-0.22474211906332536,,0.7068130836530747,-0.5005993493573339,down-regulated,0.9480627220678853,-0.07694558658351096,
TNPO3,1085.2,402.2,404.1,755.2,265.8,340.3,1653.7,540.4,456.9,1064.4,422.1,423.0,1083.9,412.51666666666665,331.94166666666666,1159.475,375.5583333333333,428.475,1611.7583333333334,526.7500000000001,352.91666666666674,1024.075,326.19999999999993,411.39166666666665,NP_036602.1,1199.1,499.9,418.6,1945.0,600.6,413.6,1393.5,381.1,269.7,1563.3,396.2,232.0,703.5,306.6,232.4,bla2003,609.4527777777778,0.9486490784493948,0.022894410837015537,654.5027777777777,0.850852942563348,0.07014549485326542,830.475,0.6256188211975894,0.20369019438027094,1.0378571428571428,0.05360787580051238,,1.1145742667928096,0.15649275007811947,,1.4142431409649951,0.5000301739728255,up-regulated
CPSF7,0.0,90.0,587.5,0.0,47.8,273.4,0.0,95.3,618.1,0.0,632.2,88.5,0.0,110.59166666666668,505.40833333333336,0.0,81.16666666666667,330.53333333333336,0.0,116.95,507.75000000000006,0.0,509.8833333333334,101.85833333333332,NP_079087.3,,469.1,86.5,,488.0,90.9,,408.8,54.8,,435.5,60.6,,240.0,55.5,bla2005,205.33333333333334,0.995130790934077,0.0021198357889132386,137.23333333333335,0.7395463824816894,0.13103458295963527,208.23333333333335,0.9851895034442867,0.006480223934547921,1.006960999332507,0.010007807317694994,,0.672996499066872,-0.5713290949432994,down-regulated,1.0211826887711317,0.03024098630094492,
PAK4,651.1,358.7,0.0,202.9,329.1,0.0,757.9,370.9,0.0,902.9,0.0,394.9,649.2666666666667,372.3583333333333,0.0,300.9416666666667,450.225,0.0,712.0333333333333,384.8583333333334,0.0,874.1,0.0,389.26666666666665,NP_001014831.1,587.0,,444.1,473.5,,356.2,483.4,,389.0,381.4,,345.5,201.3,,380.9,bla2011,340.5416666666667,0.8117744348228251,0.09056463002070969,250.3888888888889,0.5915865394085887,0.22798171622869332,365.63055555555553,0.8734176695535557,0.05877802639225523,0.8086528059945648,-0.30640767849143885,,0.5945753410200258,-0.7500684636731296,down-regulated,0.8682290704730744,-0.20385236646241986,
TRPV2,132.6,0.0,164.6,118.9,0.0,180.6,131.9,0.0,166.5,134.3,190.1,0.0,140.975,0.0,118.11666666666666,176.89166666666668,0.0,201.675,140.975,0.0,116.39166666666668,138.15833333333333,129.26666666666662,0.0,NP_057197.2,150.0,228.7,,161.7,167.2,,139.9,207.6,,149.5,206.9,,169.8,248.4,,bla2048,86.36388888888888,0.9666605225161389,0.014726017212930844,126.18888888888891,0.6607574885481194,0.1799579061883876,85.78888888888889,0.9596747322607699,0.017875939794731757,0.968838615188059,-0.04567172693389845,,1.4155993892368581,0.5014130444223012,up-regulated,0.9623882085319874,-0.05530912859598425,
ALDH16A1,0.0,600.4,342.3,0.0,477.5,347.0,0.0,611.5,397.6,0.0,355.1,509.9,0.0,602.7166666666666,277.2916666666667,0.0,646.0666666666667,437.62500000000006,0.0,602.7166666666666,306.225,0.0,267.0333333333333,498.425,NP_699160.2,,526.8,747.2,,514.3,609.3,,383.0,554.7,,452.4,639.6,,408.5,495.4,bla2059,293.33611111111105,0.8743061102023459,0.058336486477340785,361.2305555555556,0.6813521824970393,0.16662834861723158,302.98055555555555,0.8429905862520205,0.07417727515180435,1.1496489031625932,0.20119333681879187,,1.4157422023841928,0.5015585837808992,up-regulated,1.1874476076424803,0.24786386050729062,
DNTTIP1,1019.0,67.5,0.0,420.4,68.2,0.0,1073.5,56.9,0.0,1057.7,0.0,76.4,1012.425,89.49166666666667,0.0,602.7166666666666,109.48333333333332,0.0,1028.0083333333332,76.68333333333332,0.0,1017.2416666666668,0.0,94.11666666666667,NP_443183.1,912.3,,86.2,952.6,,53.8,611.2,,61.1,638.3,,54.3,310.5,,58.4,bla2067,367.3055555555555,0.9948496223889784,0.0022425605631030726,237.39999999999998,0.7441634549998855,0.12833166148674333,368.23055555555555,0.9964026443294904,0.001565128570113445,0.9915043902731638,-0.012308934323003324,,0.640837413675457,-0.6419697165721204,down-regulated,0.9940013347030284,-0.00868030590850572,
CCDC86,118.3,2910.1,1400.4,94.9,828.2,957.9,120.2,2837.4,1008.6,113.8,1258.0,3574.6,131.16666666666669,2582.733333333333,1264.525,137.14166666666668,1072.1500000000003,1360.75,127.7,2508.225,843.5833333333334,116.95,1046.3333333333333,3101.7499999999995,NP_077003.1,117.4,1362.6,1192.8,198.2,2259.0,1649.9,112.4,923.7,1169.8,128.1,1101.8,1057.9,100.6,904.9,548.4,bla2115,1326.1416666666667,0.9369269469292252,0.028294270139292886,856.6805555555557,0.600625853840859,0.22139597760030777,1159.836111111111,0.8285175593083821,0.08169828286332231,0.9328004470461349,-0.10035961493483712,,0.6025841923861479,-0.7307652677320187,down-regulated,0.8158220725121336,-0.29367355432592107,
NOL9,34.9,148.5,42.9,44.1,197.5,53.1,36.4,154.9,41.2,41.1,40.8,163.4,47.06666666666667,171.53333333333333,13.983333333333333,68.08333333333333,272.56666666666666,31.041666666666668,49.14166666666667,175.98333333333335,13.175,51.725,12.316666666666668,181.38333333333333,NP_078930.4,60.3,69.6,271.0,43.7,45.7,163.4,36.8,41.5,164.5,31.7,33.5,136.0,33.2,49.6,205.0,bla2117,77.52777777777777,0.9542240448330701,0.020349644152326013,123.89722222222223,0.6702073951850406,0.17379078439341136,79.43333333333335,0.9749331844640946,0.011025146981324908,0.9476758004821567,-0.07753449676711986,,1.514481681436963,0.5988241279781973,up-regulated,0.9709687277172254,-0.04250326380912196,
CORO7-PAM16,112.0,10.3,0.0,126.1,10.5,0.0,141.4,15.8,0.0,118.1,0.0,14.5,124.94166666666668,29.808333333333337,0.0,190.3416666666667,32.76666666666667,0.0,148.24166666666665,36.05,0.0,122.86666666666665,0.0,32.76666666666667,NP_001188408.1,165.0,,11.7,154.1,,15.4,115.8,,12.6,123.0,,8.7,90.2,,8.1,bla2122,51.583333333333336,0.9958033343308805,0.00182642387389743,74.36944444444445,0.7646813327022941,0.11651951162006662,61.43055555555554,0.8770424540765488,0.056979383686492975,0.9943242664382096,-0.008211678419405743,,1.4335510816020565,0.5195933129223257,up-regulated,1.1841400728207323,0.24383974854382645,
TRIR,542.1,0.0,7237.9,255.8,0.0,2655.5,489.0,0.0,8349.7,548.4,8566.0,0.0,524.7166666666666,0.0,6151.375,375.5583333333333,0.0,3761.6,465.0833333333333,0.0,6816.958333333333,512.35,6904.033333333334,0.0,NP_076943.1,370.2,4756.3,,559.1,6718.0,,291.6,4109.8,,309.8,3914.0,,147.1,2253.0,,bla2158,2225.3638888888886,0.9377868091334528,0.027895880320610213,1379.0527777777777,0.693424180751836,0.15900101790894758,2427.347222222222,0.989254232631716,0.004692082881832882,0.9001815799704705,-0.15171205111162564,,0.5578404118809032,-0.8420756429371978,down-regulated,0.9818858248517357,-0.026372819325766166,
COA4,2434.2,44.1,793.0,1054.0,35.3,381.3,2401.8,37.1,743.2,2586.2,844.8,47.4,2534.866666666667,65.36666666666667,680.6416666666667,1689.8166666666666,64.94999999999999,487.975,2378.925,57.875,605.0749999999999,2603.741666666667,694.35,65.725,XP_016873372.1,1590.2,609.0,54.3,1662.9,655.3,48.1,1388.2,519.4,39.5,1410.0,550.4,37.8,781.5,374.2,37.5,bla2219,1093.625,0.9805249829229767,0.008541336409898475,747.5805555555556,0.7044092457185063,0.15217495233824085,1013.9583333333334,0.9225119082585143,0.035028019036021533,0.9753429883713441,-0.03601844976165954,,0.6667252971574948,-0.5848356274225132,down-regulated,0.9042927428664861,-0.14513820906836036,
MAP7D1,301.2,0.0,173.4,116.5,0.0,112.0,329.7,0.0,156.8,398.0,184.6,0.0,311.0833333333333,0.0,123.375,169.46666666666667,0.0,103.96666666666668,315.7333333333333,0.0,107.30833333333337,381.5916666666667,122.86666666666665,0.0,NP_060537.3,179.6,162.1,,213.0,255.2,,158.7,127.1,,166.9,152.9,,132.8,138.7,,bla2265,144.81944444444443,0.8797344730864703,0.0556483895253075,91.14444444444445,0.5789043235883137,0.23739320686170795,141.01388888888889,0.8616469644003961,0.0646706376765656,0.8612373007351117,-0.2155172899895077,,0.5420335343189889,-0.8835459844537821,down-regulated,0.8386057652597669,-0.25393534640698945,
XP_006721703.1,1542.5,108.8,0.0,709.8,74.7,0.0,1514.9,107.9,0.0,1650.2,0.0,107.3,1556.9833333333331,130.3,0.0,1053.725,116.95,0.0,1469.7,132.28333333333333,0.0,1578.475,0.0,120.55833333333337,XP_006721703.1,1198.3,,92.4,1184.4,,68.2,993.1,,71.5,1137.6,,71.3,717.2,,69.8,bla2279,562.4277777777777,0.9958706040435195,0.001797086878070434,390.22499999999997,0.7882757690423394,0.10332182309199543,533.9944444444444,0.9649231370751241,0.015507279893122332,0.9930843028388691,-0.010011901680411961,,0.6890241509878166,-0.5373735431628525,down-regulated,0.942879284298915,-0.08485501867556423,
PRPF38B,0.0,1260.3,1994.1,0.0,752.9,942.0,0.0,1352.6,2549.0,0.0,2820.7,1367.6,0.0,1170.5666666666664,1757.2083333333337,0.0,973.8833333333332,1326.0500000000002,0.0,1208.425,2147.741666666667,0.0,2371.358333333333,1214.6166666666668,NP_060531.2,,1483.7,1176.8,,1705.1,983.4,,1193.0,840.0,,1305.8,793.7,,743.5,609.2,bla2284,975.9250000000001,0.8116012063393662,0.09065731611609346,766.6444444444445,0.6233446485980718,0.2052717645803269,1118.7222222222224,0.9379948632745536,0.02779953993396837,0.8164515926630833,-0.2925607438158688,,0.641369037244636,-0.6407733870258558,down-regulated,0.935914686149978,-0.09555106879446809,
SH3BGRL,0.0,576.2,2076.0,0.0,396.1,643.4,0.0,628.0,2354.1,0.0,2478.4,664.8,0.0,571.7750000000001,1829.7083333333333,0.0,548.5833333333334,848.4999999999999,0.0,618.875,1982.7,0.0,2096.541666666667,631.1666666666666,NP_003013.1,,1276.8,532.9,,1319.6,571.9,,1243.0,531.9,,1204.1,570.0,,684.1,433.1,bla2286,800.4944444444445,0.9014037716948513,0.04508062906642315,465.6944444444444,0.5607913668334641,0.2511986807857764,867.1916666666666,0.9630846400287767,0.016335543527446632,0.8804032689223249,-0.1837635929458614,,0.5121820820285647,-0.9652713117307649,down-regulated,0.9537584969067439,-0.06830409010599484,
C19orf53,0.0,4797.1,3093.8,0.0,1591.1,1105.2,0.0,4930.0,3512.2,0.0,3873.7,5716.1,0.0,4261.658333333333,2676.65,0.0,2045.9166666666667,1591.0000000000002,0.0,4287.983333333335,2912.2833333333333,0.0,3180.1083333333336,4842.283333333333,NP_054766.1,,1787.1,2691.5,,2512.6,2760.2,,1682.2,2356.8,,1565.5,1973.7,,913.8,1130.1,bla2288,2312.769444444444,0.857691169091894,0.06666906145599044,1212.3055555555557,0.42124657821707184,0.37546361387723304,2400.0888888888894,0.8924670329522322,0.049407817424580364,0.8648678126950919,-0.20944844831414713,,0.4533456876430242,-1.1413165332342226,down-regulated,0.8975212088664335,-0.15598206395735398,
HM13,2623.7,387.7,4379.9,928.5,226.7,1690.3,3287.2,415.3,6333.2,3976.1,7499.1,427.3,2734.7416666666663,399.94166666666666,3707.1166666666654,1456.8833333333332,317.44166666666666,2378.925,3398.933333333333,424.9666666666667,5102.041666666666,4101.116666666666,6052.633333333332,419.3916666666667,NP_848696.1,2004.1,3084.1,348.9,1884.6,3614.3,374.1,2403.9,3814.7,360.5,2568.0,4397.4,466.7,1503.5,2322.9,344.8,bla2297,2280.5999999999995,0.5601242405425967,0.25171563192671664,1384.4166666666667,0.3249277180820363,0.48821323941950556,2975.3138888888884,0.8109016412753595,0.09103182056310119,0.6470924362594844,-0.6279562809574503,down-regulated,0.39281134509846893,-1.3480914970042686,down-regulated,0.8442090296403545,-0.24432783447627618,
TFAM,1395.5,219.0,2452.7,837.0,113.3,929.1,1468.5,216.4,2965.3,1498.3,2843.7,250.1,1398.475,242.79166666666663,2151.4666666666667,1294.8166666666668,171.00833333333335,1305.1,1428.7083333333333,237.08333333333331,2512.5333333333333,1446.85,2392.2833333333338,252.95,NP_003192.1,1190.1,1640.6,179.0,981.8,1288.2,209.4,1080.6,1549.8,126.2,1061.7,1419.9,137.8,939.0,772.2,82.8,bla2311,1264.2444444444443,0.9103185086221335,0.04080662709112723,923.6416666666668,0.5825237175616976,0.23468638756121354,1392.7749999999999,0.9761264262615926,0.010493929595662246,0.926846553304144,-0.10959758571451778,,0.6771428571428572,-0.5624678629340697,down-regulated,1.0210752469198654,0.03008918782001855,
AAR2,381.6,0.0,160.6,166.3,0.0,142.3,227.8,0.0,161.4,201.4,182.3,0.0,388.2250000000001,0.0,114.41666666666664,247.7,0.0,145.9,225.9,0.0,113.04166666666669,200.13333333333333,122.375,0.0,NP_001258803.1,225.6,182.2,,215.4,190.6,,132.6,151.0,,130.5,116.7,,102.1,93.6,,bla2340,167.54722222222225,0.6738600311775185,0.17143030227769435,131.20000000000002,0.8109983462073398,0.09098003140383638,112.98055555555557,0.9530895486037301,0.020866292816651387,1.5585385390558386,0.640193829918239,up-regulated,1.2204335805276352,0.28739378168126806,,1.0509547556910674,0.07170056164533924,
EIF2B2,2777.4,0.0,26.0,1169.1,0.0,25.1,2901.4,0.0,21.5,3009.7,32.6,0.0,2912.2833333333333,0.0,8.133333333333333,1908.033333333333,0.0,10.183333333333332,2970.2416666666663,0.0,7.05,3050.9083333333333,9.466666666666669,0.0,NP_055054.1,2222.6,27.8,,2230.5,24.4,,1835.4,21.5,,2063.0,19.8,,1084.8,26.2,,bla2342,973.4722222222222,0.9750848716986138,0.01095758152586512,639.4055555555555,0.7692720586029215,0.11392004166201135,992.4305555555555,0.9853474013289898,0.006410624446193848,0.9542675870331795,-0.06753422451098529,,0.6267913790521313,-0.6739427579043581,down-regulated,0.9728519108497052,-0.039707882627947604,
COX7C,0.0,1257.8,956.9,0.0,590.1,407.3,0.0,1068.1,901.2,0.0,989.9,1357.4,0.0,1167.4,832.4583333333334,0.0,782.4,527.6750000000001,0.0,1003.2916666666666,750.2416666666664,0.0,819.3000000000002,1197.8166666666666,NP_001858.1,,740.0,922.7,,678.9,782.4,,573.8,801.1,,564.0,701.9,,336.8,444.4,bla2356,666.6194444444445,0.9912908427050029,0.0037989057061256727,436.69166666666666,0.6108002304071791,0.21410080779022742,584.5111111111111,0.8593875158416375,0.065810959519312,0.9914440579374851,-0.012396723959283899,,0.6494790418666908,-0.6226451229984004,down-regulated,0.8693266791707634,-0.20202967405563368,
SETD3,355.4,0.0,788.4,186.7,0.0,332.3,371.1,0.0,810.6,407.7,870.7,0.0,365.625,0.0,671.3666666666667,281.275,0.0,415.5833333333333,364.2583333333334,0.0,667.6166666666667,390.83333333333326,715.1666666666666,0.0,NP_115609.2,291.0,640.1,,356.0,616.2,,233.0,430.8,,229.8,440.7,,132.0,226.9,,bla2360,345.66388888888895,0.9392567614445565,0.027215669889820042,232.28611111111113,0.6071912041991903,0.21667452827763464,343.9583333333333,0.9346010847378455,0.029373719250730488,0.9376054852320677,-0.0929470849672676,,0.6300708257986739,-0.666414084869558,down-regulated,0.9329792043399637,-0.10008317043408683,
